Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2012-10;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;397;397;0;65;83.6;
2012-10;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;218;218;0;59;72.9;Des travaux vers Mâcon ont d'abord retardé de quelques minutes les TGV. Ces retards ont ensuite généré des difficultés de circulation sur la voie unique située avant l'arrivée à Chambéry.
2012-10;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;214;1;26;87.9;
2012-10;Atlantique;PARIS MONTPARNASSE;LE MANS;460;455;5;43;90.5;
2012-10;Nord;MARSEILLE ST CHARLES;LILLE;127;124;3;25;79.8;Les circulations ont subi malheureusement une recrudescence d’accident de personnes et une hausse du nombre de dérangements d’installations ferroviaires Les conditions météorologiques notamment dans le Sud-Est sur la fin du mois ont aggravé cette situation difficile.
2012-10;Nord;PARIS NORD;LILLE;644;634;10;76;88.0;
2012-10;Sud-Est;PARIS LYON;MACON LOCHE;182;179;3;9;95.0;
2012-10;Atlantique;ANGOULEME;PARIS MONTPARNASSE;345;342;3;77;77.5;Les travaux de raccordement de la ligne à grande vitesse Sud-Europe-Atlantique à la ligne classique entre Bordeaux et Tours ont pu engendrer des retards sur nos trains. Par ailleurs un nombre important d'événements ont eu un fort impact : erreur d'appréciation d'un riverain qui à cru observer un défaut de fermeture des barrières d'un passage à niveau lors du passage d'un train le 5, problème affectant la signalisation ferroviaire près de Massy (91) le 6, alerte à la bombe à Angoulême le 11, ranche tombée sur le fil d'alimentation électrique (caténaire) suite à mauvaise manipulation d'une entreprise d'élagage impliquant la nécessité de stopper la circulations des trains dans les deux sens le 23.
2012-10;Atlantique;PARIS MONTPARNASSE;ANGOULEME;333;330;3;25;92.4;
2012-10;Sud-Est;MONTPELLIER;PARIS LYON;371;366;5;37;89.9;
2012-10;Sud-Est;MULHOUSE VILLE;PARIS LYON;313;311;2;33;89.4;
2012-10;Atlantique;NANTES;PARIS MONTPARNASSE;603;597;6;26;95.6;
2012-10;Est;STRASBOURG;NANTES;62;61;1;8;86.9;
2012-10;Atlantique;PARIS MONTPARNASSE;POITIERS;467;463;4;20;95.7;
2012-10;Est;REIMS;PARIS EST;241;240;1;17;92.9;
2012-10;Sud-Est;TOULON;PARIS LYON;265;261;4;32;87.7;
2012-10;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;99;98;1;19;80.6;
2012-08;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;439;439;0;46;89.5;
2012-08;Atlantique;BREST;PARIS MONTPARNASSE;177;177;0;3;98.3;
2012-08;Nord;PARIS NORD;DOUAI;182;182;0;13;92.9;
2012-08;Atlantique;LAVAL;PARIS MONTPARNASSE;229;229;0;10;95.6;
2012-08;Nord;LILLE;LYON PART DIEU;309;309;0;42;86.4;
2012-08;Nord;LILLE;MARSEILLE ST CHARLES;158;158;0;42;73.4;Les circulations ont été impactées par des dérangements des installations ferroviaires et quelques difficultés liées aux rames TGV. Plusieurs accidents de personnes ont également marqué le mois d'août notamment sur la ligne à grande vitesse du Sud-Est les 16 et 30 août.
2012-08;Sud-Est;LYON PART DIEU;MONTPELLIER;376;376;0;66;82.4;
2012-08;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;520;520;0;26;95.0;
2012-08;Est;PARIS EST;NANCY;298;298;0;13;95.6;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Atlantique;NANTES;PARIS MONTPARNASSE;559;558;1;36;93.5;
2012-08;Sud-Est;PERPIGNAN;PARIS LYON;166;166;0;21;87.3;
2012-08;Sud-Est;ANNECY;PARIS LYON;205;205;0;7;96.6;
2012-08;Atlantique;ST MALO;PARIS MONTPARNASSE;94;94;0;4;95.7;
2012-08;Est;STRASBOURG;PARIS EST;481;479;2;39;91.9;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-09;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;0;0;0;0;;
2012-09;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;0;0;0;0;;
2012-09;Atlantique;BREST;PARIS MONTPARNASSE;172;172;0;6;96.5;
2012-09;Sud-Est;GRENOBLE;PARIS LYON;235;234;1;17;92.7;
2012-09;Atlantique;PARIS MONTPARNASSE;LE MANS;434;434;0;35;91.9;
2012-09;Sud-Est;PARIS LYON;MONTPELLIER;338;338;0;24;92.9;
2012-09;Est;PARIS EST;NANCY;281;281;0;6;97.9;
2012-09;Atlantique;NANTES;PARIS MONTPARNASSE;565;565;0;24;95.8;
2012-09;Est;STRASBOURG;NANTES;60;60;0;6;90.0;
2012-09;Sud-Est;PARIS LYON;PERPIGNAN;153;153;0;12;92.2;
2012-09;Atlantique;POITIERS;PARIS MONTPARNASSE;493;492;1;55;88.8;
2012-09;Sud-Est;PARIS LYON;TOULON;199;199;0;19;90.5;
2012-09;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;641;641;0;31;95.2;
2012-10;Atlantique;PARIS MONTPARNASSE;BREST;158;157;1;5;96.8;
2012-10;Nord;DOUAI;PARIS NORD;205;204;1;8;96.1;
2012-10;Atlantique;PARIS MONTPARNASSE;LAVAL;246;243;3;10;95.9;
2012-10;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;598;592;6;152;74.3;Fragilité de cette liaison liée à la longueur du parcours des trains assurant cette desserte.
2012-10;Sud-Est;LYON PART DIEU;PARIS LYON;648;643;5;29;95.5;
2012-10;Est;PARIS EST;METZ;313;313;0;16;94.9;
2012-10;Sud-Est;PARIS LYON;MULHOUSE VILLE;309;307;2;18;94.1;
2012-10;Est;NANCY;PARIS EST;303;302;1;22;92.7;
2012-10;Sud-Est;PARIS LYON;NIMES;356;351;5;47;86.6;
2012-10;Sud-Est;PERPIGNAN;PARIS LYON;152;152;0;24;84.2;
2012-10;Atlantique;POITIERS;PARIS MONTPARNASSE;514;507;7;92;81.9;
2012-10;Sud-Est;ANNECY;PARIS LYON;205;203;2;12;94.1;
2012-10;Sud-Est;PARIS LYON;ANNECY;208;206;2;16;92.2;
2012-10;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;114;114;0;11;90.4;
2012-10;Est;STRASBOURG;PARIS EST;486;486;0;122;74.9;La gare de strasbourg a connu des chantiers sur la voie aussi bien vers Colmar que vers Paris. Ces chantiers on beaucoup impacté les trains notamment ceux venant de Colmar.
2012-10;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;127;127;0;9;92.9;
2012-10;Nord;PARIS NORD;ARRAS;383;377;6;45;88.1;
2012-10;Atlantique;VANNES;PARIS MONTPARNASSE;173;171;2;9;94.7;
2012-10;Atlantique;PARIS MONTPARNASSE;VANNES;187;186;1;10;94.6;
2012-10;Sud-Est;PARIS LYON;AVIGNON TGV;383;378;5;33;91.3;
2012-11;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;209;209;0;50;76.1;Des travaux vers Mâcon ont d'abord retardé de quelques minutes les TGV. Ces retards ont ensuite généré des difficultés de circulation sur la voie unique située avant l'arrivée à Chambéry.
2012-11;Nord;DUNKERQUE;PARIS NORD;109;109;0;1;99.1;
2012-11;Nord;PARIS NORD;DUNKERQUE;153;153;0;6;96.1;
2012-11;Atlantique;LE MANS;PARIS MONTPARNASSE;477;477;0;159;66.7;Régularité des trains fortement perturbée par les nombreux travaux de renouvellement des voies en Bretagne ainsi que par la réduction de la vitesse des TGV en amont du Mans suite à l'affaisement de la voie causée par des intempéries.
2012-11;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;471;471;0;115;75.6;Régularité des trains fortement perturbée par la réduction de la vitesse des TGV en aval d'Angers suite à l'affaisement de la voie causée par des intempéries.
2012-11;Nord;LILLE;MARSEILLE ST CHARLES;154;154;0;40;74.0;Relation impactée principalement par des événements externes (vols de câble et accidents de personne) mais aussi par des dérangements des installations au sol et quelques difficultés liées au Matériel.
2012-11;Nord;MARSEILLE ST CHARLES;LILLE;124;124;0;21;83.1;Liaison impactée principalement par des événements externes (vols de câble et accidents de personne) mais aussi par des dérangements des installations au sol et quelques difficultés liées au matériel.
2012-11;Nord;PARIS NORD;LILLE;607;607;0;48;92.1;
2012-11;Sud-Est;LYON PART DIEU;PARIS LYON;620;620;0;38;93.9;
2012-11;Sud-Est;PARIS LYON;LYON PART DIEU;615;615;0;56;90.9;
2012-11;Sud-Est;MACON LOCHE;PARIS LYON;169;169;0;17;89.9;
2012-11;Est;PARIS EST;METZ;302;302;0;11;96.4;
2012-11;Atlantique;NANTES;PARIS MONTPARNASSE;566;566;0;80;85.9;
2012-11;Sud-Est;ANNECY;PARIS LYON;195;195;0;19;90.3;
2012-11;Atlantique;PARIS MONTPARNASSE;RENNES;547;547;0;28;94.9;
2012-11;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;114;114;0;26;77.2;Des actes de malveillance et de nombreux heurt d'animaux sauvages sur la ligne à Grande Vitesse Paris Lyon ont perturbé la circulation des trains de cette relation.
2012-11;Atlantique;PARIS MONTPARNASSE;ST MALO;56;56;0;1;98.2;
2012-11;Est;PARIS EST;STRASBOURG;449;449;0;29;93.5;
2012-11;Sud-Est;TOULON;PARIS LYON;244;244;0;39;84.0;
2012-11;Sud-Est;AVIGNON TGV;PARIS LYON;363;363;0;59;83.7;
2012-11;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;210;210;0;14;93.3;
2012-12;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;386;386;0;60;84.5;
2012-12;Nord;DOUAI;PARIS NORD;204;204;0;18;91.2;
2012-12;Atlantique;LAVAL;PARIS MONTPARNASSE;243;243;0;21;91.4;
2012-12;Atlantique;PARIS MONTPARNASSE;LE MANS;449;449;0;41;90.9;
2012-12;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;439;439;0;32;92.7;
2012-12;Nord;LILLE;LYON PART DIEU;309;309;0;56;81.9;
2012-12;Sud-Est;LYON PART DIEU;MONTPELLIER;399;399;0;95;76.2;
2012-12;Sud-Est;MULHOUSE VILLE;PARIS LYON;315;315;0;31;90.2;
2012-12;Sud-Est;PARIS LYON;MULHOUSE VILLE;307;307;0;25;91.9;
2012-12;Atlantique;PARIS MONTPARNASSE;NANTES;558;558;0;32;94.3;
2012-12;Sud-Est;PARIS LYON;NICE VILLE;152;152;0;32;78.9;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Marseille Nice nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-12;Atlantique;PARIS MONTPARNASSE;POITIERS;497;497;0;16;96.8;
2012-12;Atlantique;RENNES;PARIS MONTPARNASSE;568;568;0;51;91.0;
2012-12;Est;PARIS EST;STRASBOURG;478;478;0;93;80.5;
2012-12;Sud-Est;PARIS LYON;TOULON;196;196;0;37;81.1;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Marseille Toulon nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-12;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;87;87;0;18;79.3;Travaux sur LGV et incidents matériel.
2012-12;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;151;151;0;18;88.1;
2012-12;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;267;266;1;35;86.8;
2012-12;Nord;ARRAS;PARIS NORD;331;331;0;28;91.5;
2012-12;Sud-Est;PARIS LYON;BELLEGARDE (AIN);275;275;0;98;64.4;La ligne du Haut Bugey a été particulièrement impactée par les intempéries.
2012-12;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;236;236;0;26;89.0;
2012-12;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;643;643;0;24;96.3;
2013-01;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;411;411;0;78;81.0;
2013-01;Atlantique;PARIS MONTPARNASSE;BREST;132;132;0;8;93.9;
2013-01;Nord;DUNKERQUE;PARIS NORD;87;87;0;13;85.1;Liaison touchée principalement par les chutes de neige du 14 au 23 janvier. Durant cette période, pour éviter les dangers liés aux projections de glace, la vitesse des trains sur la ligne à grande vitesse a été limitée à 230 km/h voire 170 km/h. Les installations au sol ainsi que les rames TGV ont également connu des difficultés liées à cet épisode neigeux.
2013-01;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;216;216;0;20;90.7;
2013-01;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;216;216;0;15;93.1;
2013-01;Atlantique;LAVAL;PARIS MONTPARNASSE;239;239;0;32;86.6;
2013-01;Atlantique;PARIS MONTPARNASSE;LAVAL;236;236;0;36;84.7;
2013-01;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;238;238;0;45;81.1;
2013-01;Nord;MARSEILLE ST CHARLES;LILLE;126;126;0;43;65.9;Circulation touchée principalement par les chutes de neige du 14 au 23 janvier sur le Nord et du 15 au 21 janvier sur le Sud Est. Durant cette période, pour éviter les dangers liés aux projections de glace, la vitesse des trains sur la ligne à grande vitesse du Nord ou du Sud Est a été limitée à 230 km/h voire 170 km/h . Les installations au sol ainsi que les rames TGV ont également connu des difficultés liées à cet épisode neigeux.
2013-01;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;648;648;0;177;72.7;Conditions météorologiques difficiles (en particulier la neige et le froid).
2014-08;Sud-Est;PARIS LYON;MULHOUSE VILLE;279;279;0;17;93.9;
2014-08;Atlantique;PARIS MONTPARNASSE;NANTES;514;514;0;23;95.5;
2014-08;Atlantique;PARIS MONTPARNASSE;ST MALO;60;60;0;1;98.3;
2014-08;Atlantique;PARIS MONTPARNASSE;TOURS;144;144;0;10;93.1;
2014-08;Nord;PARIS NORD;ARRAS;318;316;2;34;89.2;
2014-08;Sud-Est;PERPIGNAN;PARIS LYON;196;196;0;32;83.7;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-09;Sud-Est;ANNECY;PARIS LYON;136;136;0;8;94.1;
2014-09;Atlantique;BREST;PARIS MONTPARNASSE;174;174;0;8;95.4;
2014-09;Atlantique;LE MANS;PARIS MONTPARNASSE;449;449;0;67;85.1;
2014-09;Atlantique;LYON PART DIEU;RENNES;28;28;0;2;92.9;
2014-09;Sud-Est;MONTPELLIER;PARIS LYON;322;318;4;52;83.6;Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
2014-09;Est;PARIS EST;STRASBOURG;431;431;0;17;96.1;
2014-09;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;437;437;0;39;91.1;
2014-09;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;212;212;0;9;95.8;
2014-09;Sud-Est;PARIS LYON;DIJON VILLE;492;492;0;19;96.1;
2014-09;Sud-Est;PARIS LYON;GRENOBLE;245;245;0;25;89.8;
2014-09;Sud-Est;PARIS LYON;NIMES;310;305;5;49;83.9;
2014-09;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;5;5;0;0;100.0;
2014-09;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;253;250;3;15;94.0;
2014-09;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;428;428;0;18;95.8;
2014-09;Atlantique;PARIS MONTPARNASSE;ANGOULEME;313;313;0;19;93.9;
2014-09;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;212;212;0;10;95.3;
2014-09;Atlantique;PARIS MONTPARNASSE;NANTES;562;562;0;24;95.7;
2014-09;Atlantique;PARIS MONTPARNASSE;RENNES;519;519;0;51;90.2;
2014-09;Nord;PARIS NORD;DUNKERQUE;124;124;0;9;92.7;
2014-09;Nord;PARIS NORD;LILLE;612;612;0;47;92.3;
2014-09;Nord;PARIS NORD;ARRAS;327;326;1;19;94.2;
2014-09;Atlantique;POITIERS;PARIS MONTPARNASSE;483;481;2;38;92.1;
2014-09;Atlantique;RENNES;LYON PART DIEU;51;51;0;7;86.3;
2014-09;Atlantique;RENNES;PARIS MONTPARNASSE;539;539;0;44;91.8;
2014-09;Atlantique;TOURS;PARIS MONTPARNASSE;199;199;0;34;82.9;
2014-10;Sud-Est;AVIGNON TGV;PARIS LYON;461;460;1;72;84.3;
2014-10;Sud-Est;DIJON VILLE;PARIS LYON;444;443;1;50;88.7;
2014-10;Atlantique;LAVAL;PARIS MONTPARNASSE;244;244;0;10;95.9;
2014-10;Nord;LYON PART DIEU;LILLE;241;241;0;60;75.1;"Les principaux évènements survenus au mois d'octobre sont :
Accidents de personne à Lunel le 23
Découverte d'un corps à Arsy le 20
Trois heurts d'animal : à Vaux en Pré le 09, Solers le 10 et Grenay le 12
Plusieurs dérangement des installations : à Marolles le 01, Lyon les 01 et 10, à valence le 17, à Vennissieux et Grenay le 23 et Lyon le 24
Des colis suspects à Lyon le 03 et Marseille les 20 et 28 
Défaillance matériel à Vennissieux le 09
Défaut d'alimentation à Flamengries le 24
Feu de talus à Lyon le 06"
2014-10;Sud-Est;LYON PART DIEU;PARIS LYON;648;648;0;38;94.1;
2014-10;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8;
2014-10;Sud-Est;NICE VILLE;PARIS LYON;197;197;0;37;81.2;
2014-10;Sud-Est;NIMES;PARIS LYON;339;336;3;64;81.0;
2014-10;Est;PARIS EST;STRASBOURG;449;449;0;25;94.4;
2014-10;Sud-Est;PARIS LYON;DIJON VILLE;476;476;0;27;94.3;
2014-10;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;265;265;0;23;91.3;
2014-10;Atlantique;PARIS MONTPARNASSE;ANGOULEME;332;332;0;18;94.6;
2014-10;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;226;226;0;10;95.6;
2014-10;Atlantique;PARIS MONTPARNASSE;LAVAL;241;241;0;8;96.7;
2014-10;Atlantique;PARIS MONTPARNASSE;POITIERS;520;520;0;33;93.7;
2014-10;Atlantique;PARIS MONTPARNASSE;RENNES;571;571;0;28;95.1;
2014-10;Nord;PARIS NORD;DUNKERQUE;120;120;0;5;95.8;
2014-10;Nord;PARIS NORD;ARRAS;346;346;0;26;92.5;
2014-10;Atlantique;TOURS;PARIS MONTPARNASSE;215;215;0;54;74.9;Un chantier long & complexe de maintenance au Nord de Tours (entrée Sud de la LGV) a généré de nombreux ralentissements pour les trains de l'OD entraînant d'importants retards. A cela s'ajoute 6 restitutions tardive de travaux en début de matinée.
2014-11;Atlantique;BREST;PARIS MONTPARNASSE;177;177;0;6;96.6;
2014-11;Atlantique;LAVAL;PARIS MONTPARNASSE;228;228;0;17;92.5;
2014-11;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;211;211;0;19;91.0;
2014-11;Est;METZ;PARIS EST;282;282;0;14;95.0;
2014-11;Sud-Est;MONTPELLIER;PARIS LYON;328;327;1;39;88.1;
2014-11;Est;PARIS EST;METZ;292;292;0;10;96.6;
2014-11;Est;PARIS EST;REIMS;213;213;0;14;93.4;
2014-11;Est;PARIS EST;STRASBOURG;425;425;0;15;96.5;
2014-11;Sud-Est;PARIS LYON;NICE VILLE;157;155;2;38;75.5;La régularité des TGV de cette relation a été perturbée en novembre par 2 accidents de personne, 3 heurts d'animaux et par les intempéries en région PACA.
2014-11;Sud-Est;PARIS LYON;NIMES;310;310;0;36;88.4;
2014-11;Atlantique;PARIS MONTPARNASSE;LE MANS;227;227;0;1;99.6;
2014-11;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;139;139;0;16;88.5;
2014-11;Nord;PARIS NORD;DOUAI;128;128;0;16;87.5;
2014-11;Nord;PARIS NORD;LILLE;596;595;1;50;91.6;
2014-11;Atlantique;POITIERS;PARIS MONTPARNASSE;483;483;0;32;93.4;
2014-11;Atlantique;RENNES;PARIS MONTPARNASSE;538;538;0;30;94.4;
2014-11;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;1;1;0;0;100.0;
2014-12;Atlantique;ANGOULEME;PARIS MONTPARNASSE;357;357;0;37;89.6;"La ligne a été affectée par des incidents externes dont un accident de personne d'abord près de Tours le 14/12 retarde près d'une vingtaine de TGV de 11' à 2h40; le 22/12 le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult retarde une trentaine de TGV (de 11min à 1h18).
Enfin, le 25/12: un dérangement des installations entre Paris Montparnasse & Massy retarde 32 TGV (25min à 2h38)."
2014-12;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;684;683;1;64;90.6;
2014-12;Atlantique;LAVAL;PARIS MONTPARNASSE;246;246;0;20;91.9;
2014-12;Nord;LILLE;MARSEILLE ST CHARLES;122;122;0;21;82.8;
2014-12;Sud-Est;LYON PART DIEU;MONTPELLIER;370;367;3;94;74.4;Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
2014-12;Sud-Est;MULHOUSE VILLE;PARIS LYON;320;320;0;17;94.7;
2014-12;Sud-Est;PARIS LYON;DIJON VILLE;494;492;2;15;97.0;
2014-12;Sud-Est;PARIS LYON;GRENOBLE;246;246;0;29;88.2;
2014-12;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;455;455;0;16;96.5;
2014-12;Sud-Est;PARIS LYON;TOULON;229;229;0;22;90.4;
2014-12;Atlantique;PARIS MONTPARNASSE;BREST;213;213;0;22;89.7;"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."
2014-12;Atlantique;PARIS MONTPARNASSE;LE MANS;455;455;0;39;91.4;
2014-12;Atlantique;PARIS MONTPARNASSE;NANTES;577;576;1;24;95.8;
2014-12;Atlantique;PARIS MONTPARNASSE;POITIERS;521;519;2;18;96.5;
2014-12;Atlantique;PARIS MONTPARNASSE;RENNES;567;567;0;62;89.1;"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."
2014-12;Atlantique;QUIMPER;PARIS MONTPARNASSE;149;149;0;17;88.6;"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."
2014-12;Sud-Est;TOULON;PARIS LYON;228;228;0;21;90.8;
2015-01;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;432;430;2;37;91.4;5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
2015-01;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;250;249;1;31;87.6;
2015-01;Atlantique;LAVAL;PARIS MONTPARNASSE;219;219;0;13;94.1;
2015-01;Atlantique;LE MANS;PARIS MONTPARNASSE;422;422;0;56;86.7;
2015-01;Nord;LILLE;LYON PART DIEU;282;280;2;35;87.5;"Les principaux évènements survenus au mois de janvier sont :
Chutes de neige dans le sud-est le 20 
Accident de personne : Cesseins le 01 et Vennissieux le 03
Heurts d'animaux  : Chevry le 05, Neufmoutiers le 06, Cluny le 18 et Moussy et Lapalud le 29
Plusieurs colis suspects : à Marseille le 08, Marne la Vallée le 08, Roissy les 08,10 et 11 et à Lyon les 09 et 15
Un défaut d'alimentation à Fresnoy le 06
Obstacle dans la voie à Macon le 13
Des travaux importants sur la LGV Nord entrainant des limitations de vitesse"
2015-01;Nord;LYON PART DIEU;LILLE;271;271;0;60;77.9;
2015-01;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;569;568;1;116;79.6;5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
2015-01;Sud-Est;LYON PART DIEU;PARIS LYON;622;622;0;50;92.0;
2015-01;Sud-Est;MULHOUSE VILLE;PARIS LYON;261;259;2;21;91.9;
2015-01;Sud-Est;NIMES;PARIS LYON;292;292;0;35;88.0;
2015-01;Est;PARIS EST;NANCY;284;284;0;19;93.3;
2015-01;Sud-Est;PARIS LYON;MACON LOCHE;210;208;2;16;92.3;
2015-01;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;430;427;3;29;93.2;
2015-01;Sud-Est;PARIS LYON;MULHOUSE VILLE;254;254;0;22;91.3;
2015-01;Atlantique;PARIS MONTPARNASSE;ANGOULEME;313;313;0;24;92.3;La ligne a été impactée par des incidents externes dont un accident de personne à VIVONNE le 04/01 (3 TGV retardés de 1h34 à 3h40) ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Grande Vitesse le 23/01 à DANGEAU (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23).
2015-01;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;615;614;1;58;90.6;
2013-10;Atlantique;LE MANS;PARIS MONTPARNASSE;499;499;0;123;75.4;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : le 1er octobre, dérangement de sémaphore à Champagné (72), le 6 octobre, accident de personne à Mauves s/Loire (44).
2013-10;Nord;LILLE;PARIS NORD;577;577;0;38;93.4;
2013-10;Sud-Est;PARIS LYON;MACON LOCHE;204;204;0;12;94.1;
2013-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;479;479;0;29;93.9;
2013-10;Est;METZ;PARIS EST;303;303;0;14;95.4;
2013-10;Sud-Est;MONTPELLIER;PARIS LYON;342;342;0;48;86.0;Six accidents de personne ont perturbé cette liaison en octobre.
2013-10;Sud-Est;MULHOUSE VILLE;PARIS LYON;317;317;0;16;95.0;
2013-10;Atlantique;NANTES;PARIS MONTPARNASSE;569;567;2;67;88.2;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : le 1er octobre, dérangement de sémaphore à Champagné (72), le 6 octobre, accident de personne à Mauves s/Loire (44).
2013-10;Sud-Est;PARIS LYON;NIMES;326;326;0;42;87.1;
